filename,berv,snr,nan_count,flux_median,wavelength_start,wavelength_end
2618392t.fits,0.4924100824197259,163.95989519068596,925,0.12615615061915736,1280.748755203554,1321.2491842961522
2425555t.fits,3.2807640751747558,146.70592937810974,951,0.28597643772421394,1280.753045515087,1321.2541992524073
2875818t.fits,8.734816180387968,104.41941137393968,941,0.04089793902730512,1280.7469784633684,1321.248529784108
2515392t.fits,-26.203425729838884,142.92788755976497,965,0.09262105129690061,1280.7483786453665,1321.249175764076
2632878t.fits,-23.38081034976117,188.2012521676213,920,0.1473874083904345,1280.7489218055282,1321.2492246705046
2883233t.fits,-6.174510845935807,194.48074083492995,942,0.13396727102799066,1280.7468479515178,1321.248576347531
2456239t.fits,-17.539519745989928,116.53722822001976,942,0.10069214605087118,1280.7531003789372,1321.253830612035
2493382t.fits,4.848429182470114,166.88351097495735,962,0.14819645749935967,1280.7484056667417,1321.249019956144
2747765t.fits,22.331818623407738,197.63514457939564,977,0.1544942896716739,1280.7488150779868,1321.2493314853668
2457065t.fits,-16.849299391617773,132.2175880874644,962,0.11466453864168588,1280.7531790528728,1321.2541038377176
2759698t.fits,14.432814848768954,194.85300645574793,927,0.13792998854220673,1280.7488837838423,1321.2493058880038
2305625t.fits,-26.278373613760238,284.9412526620754,934,0.1986144668702641,1280.7519911027998,1321.2529924849207
2305326t.fits,-26.317238095150728,268.47554445985014,969,0.18258273495668606,1280.7520414453998,1321.2530134643114
2400512t.fits,22.843662664524818,113.87943576439167,944,0.122658406577701,1280.7520074655176,1321.2530014456731
2623559t.fits,-11.560461718810274,196.21742648542954,919,0.15704697864602596,1280.748761513122,1321.2491969141365
2515172t.fits,-26.16059817408697,91.49908188640268,962,0.04395410183274451,1280.7483588139933,1321.2491701411266
2619509t.fits,-1.7374992713663242,176.3723758003128,926,0.14665392901131122,1280.7487918105537,1321.2491633197067
2425727t.fits,2.8381964781913087,144.29868460469714,960,0.26905938253340556,1280.752998021911,1321.2542501696068
2731858t.fits,26.51545450457212,193.16238956813856,934,0.14990783053845685,1280.748928482174,1321.2492722993152
2662725t.fits,-24.42530203488067,198.68848176737987,942,0.13600814361056313,1280.7488723169056,1321.2493363017907
2445936t.fits,-26.001052068049898,133.99112195376838,935,0.10939073996955001,1280.7525255235012,1321.2539142651444
2425921t.fits,2.3506781589599983,150.18916920474217,976,0.2945748363906171,1280.7530963539823,1321.2541609600867
2502851t.fits,-15.481355498004044,142.6038246917143,932,0.10001013537112827,1280.7484287888497,1321.249143991453
2746503t.fits,24.02901735040933,172.08807458854608,927,0.12028141220393317,1280.748763166918,1321.2493405569935
2488336t.fits,15.297142912582526,158.3758075718656,930,0.134861491911081,1280.74815197841,1321.2490436399366
2869214t.fits,24.371994180896017,152.92175230985742,957,0.10265732501990948,1280.7465096732215,1321.2485446894045
2493562t.fits,4.509207546725177,142.1944392703533,949,0.11359399808059685,1280.7484450833167,1321.2490619512607
2456424t.fits,-17.198014243036084,94.81203356143278,961,0.07089456138594086,1280.7533439408442,1321.2539762520769
3018471t.fits,22.268548334479863,199.20335576453652,936,0.18367666599456195,1280.7443215946805,1321.2480177061902
2632160t.fits,-22.8444095203176,192.18510062657518,923,0.15171250048489088,1280.7488324151332,1321.249244739075
2900855t.fits,-25.740437763329318,197.35543667425355,940,0.1299037713958916,1280.747276074566,1321.2485042779008
2631933t.fits,-22.65062820657804,136.82152221135618,923,0.08564626811368888,1280.748892167594,1321.2492417228204
2504692t.fits,-19.180610405244334,85.99919302819238,959,0.04318551998629715,1280.7482195262598,1321.2491955124162
2540885t.fits,-18.941710248187402,129.0368171311741,977,0.07809079624257954,1280.7485550043314,1321.2491711101552
2882977t.fits,-5.13582913923292,111.29994424647391,926,0.04887850772741605,1280.7469178404667,1321.2485754435797
3014921t.fits,25.797622936220737,195.37990505855262,928,0.165797609193357,1280.7441407924427,1321.2476893592582
2763686t.fits,3.807103675217837,163.66420406204963,933,0.10864751409564434,1280.7488039810478,1321.2493857561174
3062668t.fits,-26.2700465209826,118.30885836845462,933,0.05121669775502006,1280.7441654775278,1321.2477948829533
